núm_corre,año_ocu,día_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,día_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
5290,2019,22,14,3,2,9,7,1,117,99,1,999,99,9999,99,5
5291,2019,22,23,4,3,9,7,1,108,99,1,999,99,9999,99,5
5292,2019,22,8,2,1,9,7,5,509,99,1,52,2,2003,4,5
5293,2019,22,23,4,3,9,7,5,501,99,1,999,99,9999,99,5
5294,2019,22,16,3,2,9,7,9,901,99,1,28,4,9999,99,5
5295,2019,22,22,4,3,9,7,12,1210,99,3,999,5,9999,99,5
5296,2019,22,2,1,1,9,7,2,202,99,1,999,99,9999,99,5
5297,2019,22,18,4,3,9,7,17,1702,99,4,6,3,9999,99,5
5298,2019,22,19,4,3,9,7,3,305,99,1,52,6,2000,4,5
5299,2019,23,9,2,1,9,1,10,1001,99,4,32,1,9999,99,5
5300,2019,23,9,2,1,9,1,9,901,99,99,999,99,9999,99,5
5301,2019,23,22,4,3,9,1,17,1701,99,4,67,5,9999,99,5
5302,2019,24,8,2,1,9,2,5,501,99,12,50,3,1995,3,5
5303,2019,24,10,2,1,9,2,5,501,99,3,48,2,1987,2,5
5304,2019,25,10,2,1,9,3,1,101,7,99,999,99,9999,99,5
5305,2019,25,12,3,2,9,3,19,1903,99,3,69,99,9999,99,5
5306,2019,25,16,3,2,9,3,16,1605,99,3,999,2,2016,5,5
5307,2019,25,18,4,3,9,3,17,1709,99,3,69,2,9999,99,5
5308,2019,26,7,2,1,9,4,1,101,7,4,54,5,2018,5,5
5309,2019,26,8,2,1,9,4,1,101,12,4,77,5,2014,5,5
5310,2019,26,7,2,1,9,4,13,1301,99,4,999,99,9999,99,5
5311,2019,26,15,3,2,9,4,16,1609,99,4,64,5,2017,5,5
5312,2019,27,11,2,1,9,5,1,101,18,4,27,3,2013,5,5
5313,2019,27,13,3,2,9,5,1,113,99,12,30,2,1996,3,5
5314,2019,27,6,2,1,9,5,1,101,12,4,163,2,9999,99,5
5315,2019,27,10,2,1,9,5,1,101,7,12,999,99,9999,99,5
5316,2019,27,19,4,3,9,5,1,101,11,4,76,5,2012,5,5
5317,2019,28,9,2,1,9,6,10,1008,99,3,69,2,2019,5,5
5318,2019,28,23,4,3,9,6,14,1416,99,4,18,14,9999,99,5
5319,2019,29,20,4,3,9,7,1,101,21,1,90,11,9999,99,5
5320,2019,29,19,4,3,9,7,21,2105,99,4,54,3,2018,5,5
5321,2019,29,0,1,1,9,7,20,2001,99,4,32,5,9999,99,5
5322,2019,29,11,2,1,9,7,6,601,99,5,999,5,9999,99,5
5323,2019,29,2,1,1,9,7,9,919,99,3,69,9,9999,99,5
5324,2019,29,23,4,3,9,7,12,1217,99,4,32,3,9999,99,5
5325,2019,29,22,4,3,9,7,3,301,99,1,27,5,9999,99,5
5326,2019,29,23,4,3,9,7,3,309,99,1,10,4,2005,4,5
5327,2019,29,3,1,1,9,7,3,304,99,99,999,99,9999,99,5
5328,2019,30,6,2,1,9,1,5,501,99,99,999,99,9999,99,5
5329,2019,1,8,2,1,10,2,1,101,6,2,90,9,2005,4,1
5330,2019,1,1,1,1,10,2,1,101,14,1,50,4,2010,5,1
5331,2019,1,18,4,3,10,2,1,101,13,1,41,1,2014,5,1
5332,2019,1,1,1,1,10,2,1,115,99,4,67,5,2017,5,6
5333,2019,1,7,2,1,10,2,1,108,99,3,56,9,1997,3,1
5334,2019,1,12,3,2,10,2,1,108,99,99,30,2,2013,5,3
5335,2019,1,19,4,3,10,2,5,507,99,4,27,1,9999,99,1
5336,2019,1,18,4,3,10,2,10,1002,99,1,69,1,9999,99,1
5337,2019,1,0,1,1,10,2,12,1201,99,1,48,2,2002,4,1
5338,2019,1,5,1,1,10,2,12,1202,99,3,69,9,9999,99,1
5339,2019,2,17,3,2,10,3,1,101,5,1,41,1,2017,5,1
5340,2019,2,5,1,1,10,3,1,115,99,6,19,2,1991,3,1
5341,2019,2,17,3,2,10,3,1,116,99,1,69,4,1998,3,1
5342,2019,2,18,4,3,10,3,1,110,99,4,32,5,2013,5,1
5343,2019,2,20,4,3,10,3,19,1911,99,4,999,5,9999,99,2
5344,2019,2,22,4,3,10,3,12,1201,99,1,69,3,9999,99,1
5345,2019,2,23,4,3,10,3,18,1801,99,4,18,1,9999,99,2
5346,2019,3,9,2,1,10,4,19,1903,99,5,19,15,9999,99,1
5347,2019,3,13,3,2,10,4,19,1903,99,2,999,99,9999,99,1
5348,2019,3,18,4,3,10,4,3,308,99,1,69,11,2004,4,1
5349,2019,3,18,4,3,10,4,11,1106,99,9,56,4,9999,99,1
5350,2019,3,7,2,1,10,4,1,101,9,4,27,1,9999,99,2
5351,2019,3,20,4,3,10,4,17,1710,99,1,52,2,9999,99,1
5352,2019,4,8,2,1,10,5,16,1601,99,11,56,4,9999,99,1
5353,2019,4,12,3,2,10,5,1,107,99,3,48,4,9999,99,1
5354,2019,4,11,2,1,10,5,1,101,17,5,41,2,2009,4,1
5355,2019,4,9,2,1,10,5,19,1901,99,1,69,99,9999,99,1
5356,2019,4,18,4,3,10,5,17,1703,99,1,999,99,9999,99,1
5357,2019,4,8,2,1,10,5,1,116,99,5,999,99,9999,99,1
5358,2019,4,10,2,1,10,5,1,101,1,9,69,4,9999,99,1
5359,2019,4,21,4,3,10,5,1,101,5,2,61,4,2015,5,1
5360,2019,4,19,4,3,10,5,3,301,99,2,67,99,9999,99,1
5361,2019,5,13,3,2,10,6,1,101,3,1,48,6,2012,5,1
5362,2019,5,0,1,1,10,6,1,101,16,3,56,1,1998,3,1
5363,2019,5,0,1,1,10,6,1,102,99,12,30,3,1997,3,1
5364,2019,5,11,2,1,10,6,1,108,99,4,32,1,2012,5,1
5365,2019,5,7,2,1,10,6,5,503,99,4,999,99,9999,99,6
5366,2019,5,9,2,1,10,6,6,614,99,3,69,99,9999,99,3
5367,2019,5,15,3,2,10,6,11,1101,99,1,69,99,9999,99,2
5368,2019,5,3,1,1,10,6,9,914,99,3,69,5,9999,99,1
5369,2019,5,6,2,1,10,6,3,304,99,5,999,2,9999,99,1
5370,2019,6,1,1,1,10,7,1,101,1,1,16,2,2012,5,1
5371,2019,6,1,1,1,10,7,1,101,2,1,999,99,9999,99,1
5372,2019,6,3,1,1,10,7,1,101,2,1,999,99,9999,99,1
5373,2019,6,1,1,1,10,7,1,115,99,4,32,5,9999,99,6
5374,2019,6,1,1,1,10,7,1,115,99,1,999,99,9999,99,1
5375,2019,6,17,3,2,10,7,12,1203,99,1,52,4,2014,5,1
5376,2019,6,1,1,1,10,7,16,1601,99,4,6,5,2019,5,1
5377,2019,6,18,4,3,10,7,16,1607,99,3,69,3,1995,3,2
5378,2019,6,8,2,1,10,7,18,1803,99,1,10,6,9999,99,2
5379,2019,6,15,3,2,10,7,18,1801,99,1,69,3,2005,4,1
5380,2019,6,15,3,2,10,7,18,1802,99,3,69,9,2007,4,1
5381,2019,6,1,1,1,10,7,11,1104,99,4,168,5,9999,99,6
5382,2019,6,20,4,3,10,7,1,101,14,1,27,5,2012,5,1
5383,2019,6,18,4,3,10,7,1,116,99,9,52,2,9999,99,1
5384,2019,6,14,3,2,10,7,6,606,99,2,15,2,9999,99,3
5385,2019,6,22,4,3,10,7,2,207,99,4,999,2,9999,99,6
5386,2019,6,16,3,2,10,7,1,108,99,4,76,1,9999,99,6
5387,2019,6,2,1,1,10,7,10,1001,99,4,27,5,9999,99,6
5388,2019,7,0,1,1,10,1,1,106,99,1,48,4,9999,99,2
5389,2019,7,1,1,1,10,1,1,116,99,4,18,2,9999,99,6
5390,2019,7,1,1,1,10,1,1,115,99,1,21,9,1992,3,2
5391,2019,7,17,3,2,10,1,10,1001,99,4,32,1,9999,99,1
5392,2019,7,17,3,2,10,1,8,801,99,3,999,1,9999,99,1
5393,2019,7,13,3,2,10,1,16,1602,99,9,28,7,9999,99,1
5394,2019,7,14,3,2,10,1,14,1401,99,9,69,1,2008,4,1
5395,2019,8,10,2,1,10,2,1,101,17,4,6,3,9999,99,1
5396,2019,8,21,4,3,10,2,8,801,99,3,69,4,1999,3,1
5397,2019,9,20,4,3,10,3,1,101,4,4,999,99,9999,99,1
5398,2019,9,21,4,3,10,3,1,101,3,1,73,3,2014,5,1
5399,2019,9,13,3,2,10,3,1,101,18,9,28,2,2003,4,1
5400,2019,9,22,4,3,10,3,1,101,13,4,64,1,2008,4,1
5401,2019,9,15,3,2,10,3,1,101,12,9,10,5,9999,99,1
5402,2019,9,7,2,1,10,3,22,2212,99,6,19,10,9999,99,2
5403,2019,9,11,2,1,10,3,21,2101,99,1,28,4,2013,5,1
5404,2019,9,8,2,1,10,3,12,1213,99,4,6,99,9999,99,1
5405,2019,9,13,3,2,10,3,16,1614,99,3,69,5,1993,3,1
5406,2019,9,1,1,1,10,3,7,705,99,3,999,99,9999,99,3
5407,2019,10,14,3,2,10,4,1,101,1,1,28,3,9999,99,1
5408,2019,10,12,3,2,10,4,1,102,99,3,69,5,9999,99,1
5409,2019,10,19,4,3,10,4,1,101,13,2,27,4,9999,99,1
5410,2019,10,7,2,1,10,4,16,1617,99,4,6,9,9999,99,6
5411,2019,10,13,3,2,10,4,1,115,99,1,69,9,2004,4,1
5412,2019,11,9,2,1,10,5,1,101,8,1,74,2,1992,3,1
5413,2019,11,17,3,2,10,5,1,101,7,1,69,8,1988,2,1
5414,2019,11,7,2,1,10,5,1,101,12,4,27,5,9999,99,1
5415,2019,11,21,4,3,10,5,1,101,7,1,52,5,9999,99,2
5416,2019,11,19,4,3,10,5,1,115,99,1,56,8,1987,2,1
5417,2019,11,21,4,3,10,5,5,509,99,6,19,2,9999,99,1
5418,2019,11,18,4,3,10,5,6,603,99,2,61,3,2014,5,1
5419,2019,11,13,3,2,10,5,12,1219,99,9,30,6,1989,2,1
5420,2019,11,11,2,1,10,5,16,1615,99,6,999,1,9999,99,2
5421,2019,11,18,4,3,10,5,18,1805,99,1,69,9,9999,99,1
5422,2019,11,17,3,2,10,5,14,1406,99,9,28,3,2001,4,1
5423,2019,12,9,2,1,10,6,1,101,4,1,41,3,2018,5,1
5424,2019,12,19,4,3,10,6,1,101,18,1,27,2,2012,5,1
5425,2019,12,4,1,1,10,6,1,101,15,2,28,99,9999,99,1
5426,2019,12,16,3,2,10,6,1,101,12,4,999,99,9999,99,6
5427,2019,12,14,3,2,10,6,21,2102,99,4,27,5,2016,5,6
5428,2019,12,9,2,1,10,6,6,613,99,4,2,3,9999,99,2
5429,2019,12,20,4,3,10,6,10,1001,99,9,999,1,9999,99,1
5430,2019,12,17,3,2,10,6,11,1101,99,14,6,1,2004,4,1
5431,2019,12,7,2,1,10,6,8,802,99,4,18,5,2017,5,1
5432,2019,12,0,1,1,10,6,2,207,99,4,999,99,9999,99,1
5433,2019,12,9,2,1,10,6,18,1801,99,4,18,5,9999,99,1
5434,2019,12,20,4,3,10,6,3,309,99,12,30,3,1998,3,1
5435,2019,13,22,4,3,10,7,1,106,99,4,6,1,2013,5,6
5436,2019,13,3,1,1,10,7,21,2101,99,1,69,5,1994,3,2
5437,2019,13,7,2,1,10,7,21,2101,99,1,999,1,9999,99,1
5438,2019,13,19,4,3,10,7,19,1901,99,4,168,5,9999,99,1
5439,2019,13,21,4,3,10,7,5,513,99,4,27,1,9999,99,1
5440,2019,13,0,1,1,10,7,5,501,99,4,20,5,9999,99,1
5441,2019,13,17,3,2,10,7,5,501,99,5,999,2,9999,99,1
5442,2019,13,16,3,2,10,7,6,608,99,1,48,3,2006,4,1
5443,2019,13,7,2,1,10,7,11,1101,99,2,56,4,9999,99,1
5444,2019,13,18,4,3,10,7,11,1101,99,4,6,99,9999,99,1
5445,2019,13,20,4,3,10,7,13,1319,99,4,64,1,2015,5,1
5446,2019,13,17,3,2,10,7,16,1604,99,4,999,2,9999,99,2
5447,2019,13,22,4,3,10,7,16,1607,99,4,67,99,2018,5,1
5448,2019,13,19,4,3,10,7,15,1502,99,1,999,99,9999,99,1
5449,2019,13,19,4,3,10,7,2,202,99,5,23,2,1993,3,1
5450,2019,13,1,1,1,10,7,18,1801,99,4,32,1,9999,99,6
5451,2019,13,8,2,1,10,7,18,1804,99,4,27,5,9999,99,2
5452,2019,13,14,3,2,10,7,14,1413,99,3,69,99,1984,2,1
5453,2019,13,20,4,3,10,7,3,309,99,4,999,14,9999,99,1
5454,2019,14,5,1,1,10,1,1,101,9,2,69,6,1992,3,1
5455,2019,14,20,4,3,10,1,1,114,99,2,56,4,2012,5,1
5456,2019,14,5,1,1,10,1,1,115,99,12,17,8,9999,99,1
5457,2019,14,13,3,2,10,1,1,114,99,12,30,7,1985,2,2
5458,2019,14,18,4,3,10,1,1,116,99,4,76,1,2018,5,1
5459,2019,14,22,4,3,10,1,1,108,99,1,56,5,2010,5,1
5460,2019,14,7,2,1,10,1,22,2201,99,4,999,5,9999,99,2
5461,2019,14,18,4,3,10,1,19,1901,99,4,999,1,9999,99,2
5462,2019,14,9,2,1,10,1,10,1016,99,4,999,5,9999,99,2
5463,2019,14,20,4,3,10,1,9,901,99,1,27,5,9999,99,1
5464,2019,14,20,4,3,10,1,8,801,99,13,999,7,9999,99,1
5465,2019,14,21,4,3,10,1,16,1615,99,4,27,1,9999,99,2
5466,2019,14,0,1,1,10,1,7,701,99,1,69,2,2006,4,1
5467,2019,14,12,3,2,10,1,4,404,99,14,6,1,9999,99,1
5468,2019,15,7,2,1,10,2,1,101,1,2,56,4,2007,4,1
5469,2019,15,8,2,1,10,2,1,101,12,1,69,9,9999,99,1
5470,2019,15,12,3,2,10,2,5,501,99,3,69,3,9999,99,3
5471,2019,15,19,4,3,10,2,16,1613,99,3,69,99,9999,99,1
5472,2019,16,4,1,1,10,3,1,101,5,2,69,2,2018,5,1
5473,2019,16,16,3,2,10,3,19,1904,99,4,999,99,9999,99,6
5474,2019,16,5,1,1,10,3,5,501,99,4,67,3,9999,99,2
5475,2019,16,21,4,3,10,3,16,1615,99,6,999,99,9999,99,1
5476,2019,16,6,2,1,10,3,2,206,99,1,56,5,1999,3,1
5477,2019,16,0,1,1,10,3,18,1804,99,4,999,5,9999,99,2
5478,2019,16,22,4,3,10,3,17,1710,99,4,6,1,9999,99,1
5479,2019,16,20,4,3,10,3,1,115,99,4,999,99,9999,99,1
5480,2019,16,18,4,3,10,3,1,108,99,4,999,99,9999,99,1
5481,2019,17,1,1,1,10,4,1,101,17,1,999,99,9999,99,1
5482,2019,17,2,1,1,10,4,1,101,11,2,28,2,9999,99,1
5483,2019,17,5,1,1,10,4,1,101,11,4,2,5,2014,5,6
5484,2019,17,2,1,1,10,4,1,116,99,1,27,5,9999,99,1
5485,2019,17,6,2,1,10,4,1,116,99,4,5,5,9999,99,1
5486,2019,17,22,4,3,10,4,5,506,99,2,69,5,1999,3,1
5487,2019,17,0,1,1,10,4,5,501,99,6,19,11,1995,3,1
5488,2019,17,22,4,3,10,4,19,1903,99,5,26,4,2007,4,1
5489,2019,17,15,3,2,10,4,18,1804,99,1,69,5,1995,3,1
5490,2019,17,15,3,2,10,4,9,903,99,3,999,99,9999,99,1
5491,2019,17,9,2,1,10,4,1,115,99,1,58,99,9999,99,1
5492,2019,17,1,1,1,10,4,2,201,99,4,168,5,2019,5,6
5493,2019,18,14,3,2,10,5,1,101,14,1,50,4,2005,4,1
5494,2019,18,14,3,2,10,5,1,101,13,4,100,5,9999,99,1
5495,2019,18,5,1,1,10,5,1,115,99,5,26,2,9999,99,1
5496,2019,18,13,3,2,10,5,1,115,99,1,69,4,2006,4,1
5497,2019,18,16,3,2,10,5,1,115,99,1,999,4,9999,99,1
5498,2019,18,0,1,1,10,5,1,115,99,4,32,1,9999,99,2
5499,2019,18,14,3,2,10,5,1,108,99,2,27,4,9999,99,1
5500,2019,18,16,3,2,10,5,22,2201,99,4,999,99,9999,99,1
5501,2019,18,18,4,3,10,5,19,1904,99,5,84,2,2016,5,1
5502,2019,18,21,4,3,10,5,10,1011,99,11,69,6,2006,4,1
5503,2019,18,0,1,1,10,5,11,1102,99,1,48,4,2003,4,2
5504,2019,18,18,4,3,10,5,11,1101,99,1,69,9,9999,99,1
5505,2019,18,20,4,3,10,5,16,1607,99,4,999,99,9999,99,1
5506,2019,18,23,4,3,10,5,18,1801,99,6,999,99,9999,99,1
5507,2019,18,5,1,1,10,5,4,401,99,4,999,99,2008,4,6
5508,2019,18,18,4,3,10,5,4,406,99,3,69,99,9999,99,2
5509,2019,18,21,4,3,10,5,3,303,99,1,69,4,2007,4,1
5510,2019,19,3,1,1,10,6,1,108,99,4,6,5,2020,6,6
5511,2019,19,18,4,3,10,6,21,2101,99,4,32,1,9999,99,6
5512,2019,19,10,2,1,10,6,16,1601,99,1,48,3,9999,99,1
5513,2019,19,12,3,2,10,6,2,204,99,3,69,5,9999,99,3
5514,2019,19,13,3,2,10,6,14,1401,99,2,27,3,2007,4,1
5515,2019,19,18,4,3,10,6,11,1102,99,1,69,4,9999,99,1
5516,2019,19,18,4,3,10,6,11,1102,99,11,999,2,9999,99,1
5517,2019,19,22,4,3,10,6,17,1705,99,3,69,2,9999,99,1
5518,2019,19,5,1,1,10,6,7,701,99,6,19,2,9999,99,1
5519,2019,19,13,3,2,10,6,3,304,99,9,999,5,9999,99,3
5520,2019,19,16,3,2,10,6,3,304,99,9,999,99,9999,99,1
5521,2019,19,21,4,3,10,6,1,101,16,4,6,5,9999,99,1
5522,2019,19,13,3,2,10,6,6,608,99,4,54,1,9999,99,2
5523,2019,19,1,1,1,10,6,1,108,99,1,8,2,9999,99,1
5524,2019,19,15,3,2,10,6,8,801,99,1,90,4,9999,99,1
5525,2019,19,19,4,3,10,6,1,101,6,1,999,99,9999,99,1
5526,2019,19,17,3,2,10,6,5,509,99,3,999,99,9999,99,1
5527,2019,19,2,1,1,10,6,1,116,99,99,999,99,9999,99,1
5528,2019,19,16,3,2,10,6,12,1212,99,12,999,99,9999,99,1
5529,2019,19,14,3,2,10,6,1,101,12,4,999,5,9999,99,6
5530,2019,20,23,4,3,10,7,1,101,1,11,69,4,1986,2,1
5531,2019,20,2,1,1,10,7,1,101,9,4,999,3,2014,5,6
5532,2019,20,4,1,1,10,7,1,101,6,1,56,5,2013,5,1
5533,2019,20,0,1,1,10,7,1,101,7,4,6,99,9999,99,6
5534,2019,20,16,3,2,10,7,1,101,12,4,32,5,9999,99,2
5535,2019,20,14,3,2,10,7,1,117,99,4,6,3,2014,5,6
5536,2019,20,20,4,3,10,7,1,108,99,1,69,4,2000,4,1
5537,2019,20,6,2,1,10,7,1,108,99,1,999,99,9999,99,2
5538,2019,20,15,3,2,10,7,21,2101,99,1,27,4,9999,99,2
5539,2019,20,18,4,3,10,7,20,2001,99,2,999,99,9999,99,1
5540,2019,20,20,4,3,10,7,5,501,99,1,27,99,9999,99,1
5541,2019,20,13,3,2,10,7,5,514,99,4,2,3,9999,99,2
5542,2019,20,1,1,1,10,7,6,614,99,4,76,1,9999,99,2
5543,2019,20,1,1,1,10,7,10,1021,99,2,52,99,9999,99,1
5544,2019,20,14,3,2,10,7,11,1101,99,4,67,3,2018,5,1
5545,2019,20,16,3,2,10,7,16,1609,99,22,1,99,9999,99,2
5546,2019,20,0,1,1,10,7,15,1504,99,14,6,1,9999,99,2
5547,2019,20,13,3,2,10,7,4,409,99,3,56,99,9999,99,1
5548,2019,20,18,4,3,10,7,4,414,99,4,32,1,9999,99,1
5549,2019,21,3,1,1,10,1,1,101,12,1,999,4,9999,99,2
5550,2019,21,3,1,1,10,1,1,115,99,1,999,99,9999,99,1
5551,2019,21,5,1,1,10,1,1,108,99,1,73,4,9999,99,1
5552,2019,21,16,3,2,10,1,21,2101,99,3,69,99,1991,3,1
5553,2019,21,16,3,2,10,1,16,1612,99,6,30,2,2013,5,1
5554,2019,21,9,2,1,10,1,11,1101,99,4,67,5,2014,5,1
5555,2019,21,17,3,2,10,1,4,415,99,6,19,3,1994,3,1
5556,2019,21,15,3,2,10,1,1,101,12,4,67,5,2012,5,1
5557,2019,21,11,2,1,10,1,1,115,99,6,19,7,9999,99,1
5558,2019,21,13,3,2,10,1,1,101,3,1,69,2,2013,5,1
5559,2019,21,18,4,3,10,1,1,101,12,1,56,4,9999,99,1
5560,2019,21,18,4,3,10,1,16,1601,99,4,76,5,9999,99,6
5561,2019,22,0,1,1,10,2,1,101,18,4,67,1,9999,99,6
5562,2019,22,19,4,3,10,2,1,101,7,4,76,99,2019,5,1
5563,2019,22,23,4,3,10,2,1,108,99,4,999,5,2010,5,1
5564,2019,22,22,4,3,10,2,1,108,99,4,999,99,9999,99,6
5565,2019,22,18,4,3,10,2,20,2009,99,4,64,5,2019,5,6
5566,2019,22,13,3,2,10,2,19,1902,99,3,69,2,9999,99,1
5567,2019,22,16,3,2,10,2,5,509,99,6,30,2,9999,99,1
5568,2019,22,11,2,1,10,2,10,1003,99,5,56,2,9999,99,3
5569,2019,22,13,3,2,10,2,10,1011,99,3,69,2,9999,99,3
5570,2019,22,15,3,2,10,2,11,1102,99,2,69,6,1995,3,1
5571,2019,22,2,1,1,10,2,18,1801,99,6,30,2,2001,4,1
5572,2019,22,18,4,3,10,2,18,1802,99,3,52,99,9999,99,2
5573,2019,22,17,3,2,10,2,14,1401,99,9,69,1,2008,4,1
5574,2019,22,23,4,3,10,2,14,1401,99,2,69,4,9999,99,3
5575,2019,22,17,3,2,10,2,7,704,99,99,999,99,9999,99,1
5576,2019,23,11,2,1,10,3,22,2216,99,12,999,7,1988,2,3
5577,2019,23,13,3,2,10,3,19,1901,99,3,69,4,2011,5,2
5578,2019,23,22,4,3,10,3,4,414,99,1,13,6,1992,3,2
5579,2019,23,7,2,1,10,3,9,920,99,5,26,2,9999,99,3
5580,2019,23,17,3,2,10,3,1,108,99,3,17,2,9999,99,1
5581,2019,23,8,2,1,10,3,1,108,99,1,999,99,9999,99,1
5582,2019,23,21,4,3,10,3,5,514,99,4,999,99,9999,99,6
5583,2019,24,6,2,1,10,4,1,107,99,4,25,5,2018,5,1
5584,2019,24,6,2,1,10,4,16,1602,99,5,41,2,9999,99,1
5585,2019,24,7,2,1,10,4,1,101,11,4,103,5,9999,99,2
5586,2019,24,1,1,1,10,4,1,101,1,2,48,5,9999,99,1
5587,2019,24,13,3,2,10,4,1,101,1,1,52,2,2011,5,1
5588,2019,24,8,2,1,10,4,16,1601,99,4,32,1,9999,99,2
5589,2019,24,3,1,1,10,4,2,208,99,3,69,3,9999,99,1
5590,2019,24,12,3,2,10,4,17,1712,99,3,69,5,9999,99,1
5591,2019,24,22,4,3,10,4,4,401,99,4,32,5,9999,99,2
5592,2019,24,2,1,1,10,4,1,116,99,1,48,3,9999,99,2
5593,2019,24,16,3,2,10,4,5,504,99,5,17,9,1984,2,2
5594,2019,25,15,3,2,10,5,1,101,5,3,999,5,9999,99,1
5595,2019,25,6,2,1,10,5,1,101,12,2,28,99,9999,99,1
5596,2019,25,12,3,2,10,5,22,2214,99,6,19,6,9999,99,1
5597,2019,25,3,1,1,10,5,22,2207,99,4,6,5,9999,99,2
5598,2019,25,6,2,1,10,5,5,505,99,1,48,5,9999,99,1
5599,2019,25,18,4,3,10,5,5,501,99,2,17,7,2017,5,1
5600,2019,25,20,4,3,10,5,5,501,99,9,27,4,2002,4,1
5601,2019,25,13,3,2,10,5,5,513,99,4,64,3,9999,99,1
5602,2019,25,22,4,3,10,5,5,501,99,6,30,3,9999,99,1
5603,2019,25,10,2,1,10,5,6,606,99,3,69,9,9999,99,1
5604,2019,25,19,4,3,10,5,11,1101,99,4,32,1,9999,99,1
5605,2019,25,16,3,2,10,5,12,1201,99,5,50,14,9999,99,1
5606,2019,25,0,1,1,10,5,16,1601,99,9,999,99,9999,99,1
5607,2019,25,14,3,2,10,5,18,1804,99,11,69,2,9999,99,1
5608,2019,25,23,4,3,10,5,4,401,99,12,30,7,9999,99,1
5609,2019,25,20,4,3,10,5,4,412,99,5,30,2,1998,3,2
5610,2019,26,7,2,1,10,6,1,101,1,12,74,6,9999,99,1
5611,2019,26,12,3,2,10,6,1,113,99,3,69,4,9999,99,1
5612,2019,26,5,1,1,10,6,1,102,99,1,73,3,9999,99,1
5613,2019,26,4,1,1,10,6,1,101,13,1,999,99,9999,99,1
5614,2019,26,18,4,3,10,6,1,108,99,1,52,2,2015,5,1
5615,2019,26,19,4,3,10,6,1,101,19,1,52,9,9999,99,1
5616,2019,26,15,3,2,10,6,22,2201,99,2,69,4,1997,3,4
5617,2019,26,19,4,3,10,6,19,1906,99,4,67,5,9999,99,1
5618,2019,26,21,4,3,10,6,5,501,99,4,3,1,9999,99,1
5619,2019,26,18,4,3,10,6,5,506,99,4,999,99,9999,99,1
5620,2019,26,0,1,1,10,6,9,903,99,1,27,1,9999,99,1
5621,2019,26,2,1,1,10,6,12,1201,99,1,27,4,9999,99,3
5622,2019,26,5,1,1,10,6,16,1601,99,8,67,1,9999,99,1
5623,2019,26,11,2,1,10,6,16,1615,99,4,27,1,9999,99,1
5624,2019,26,16,3,2,10,6,2,201,99,14,999,99,9999,99,1
5625,2019,26,0,1,1,10,6,17,1703,99,4,6,3,9999,99,2
5626,2019,26,1,1,1,10,6,3,312,99,1,999,4,9999,99,2
5627,2019,27,19,4,3,10,7,19,1904,99,6,999,99,9999,99,1
5628,2019,27,15,3,2,10,7,5,501,99,4,6,5,9999,99,2
5629,2019,27,4,1,1,10,7,5,501,99,8,10,2,2000,4,2
5630,2019,27,14,3,2,10,7,9,905,99,2,27,6,2000,4,1
5631,2019,27,7,2,1,10,7,15,1504,99,3,69,2,9999,99,1
5632,2019,27,20,4,3,10,7,1,101,12,4,100,2,9999,99,1
5633,2019,27,13,3,2,10,7,1,101,8,4,27,5,9999,99,6
5634,2019,27,16,3,2,10,7,4,415,99,4,999,99,9999,99,2
5635,2019,28,14,3,2,10,1,1,101,21,12,999,2,2010,5,1
5636,2019,28,22,4,3,10,1,1,101,11,1,28,4,9999,99,1
5637,2019,28,9,2,1,10,1,1,117,99,1,27,4,9999,99,1
5638,2019,28,17,3,2,10,1,1,114,99,1,56,5,9999,99,2
5639,2019,28,21,4,3,10,1,1,117,99,12,30,11,9999,99,1
5640,2019,28,15,3,2,10,1,1,115,99,6,74,2,9999,99,1
5641,2019,28,17,3,2,10,1,5,501,99,4,54,99,2018,5,1
5642,2019,28,21,4,3,10,1,12,1222,99,1,27,4,1988,2,1
5643,2019,28,16,3,2,10,1,18,1803,99,4,27,5,9999,99,1
5644,2019,28,2,1,1,10,1,3,312,99,4,27,5,9999,99,6
5645,2019,28,16,3,2,10,1,3,307,99,1,999,99,9999,99,1
5646,2019,29,18,4,3,10,2,1,101,1,5,17,2,1978,1,1
5647,2019,29,13,3,2,10,2,1,105,99,4,25,3,9999,99,1
5648,2019,29,7,2,1,10,2,1,101,12,1,69,3,9999,99,1
5649,2019,29,11,2,1,10,2,1,114,99,1,52,11,1987,2,1
5650,2019,29,21,4,3,10,2,1,117,99,4,999,1,2018,5,1
5651,2019,29,16,3,2,10,2,22,2201,99,3,69,3,9999,99,1
5652,2019,29,6,2,1,10,2,22,2205,99,5,999,99,9999,99,1
5653,2019,29,1,1,1,10,2,19,1904,99,3,69,11,2014,5,1
5654,2019,29,12,3,2,10,2,5,511,99,1,999,4,9999,99,1
5655,2019,29,12,3,2,10,2,11,1101,99,1,21,6,9999,99,1
5656,2019,29,8,2,1,10,2,9,901,99,3,17,99,9999,99,1
5657,2019,29,22,4,3,10,2,16,1602,99,1,10,99,9999,99,2
5658,2019,29,7,2,1,10,2,16,1601,99,4,67,5,9999,99,6
5659,2019,29,20,4,3,10,2,18,1801,99,4,27,3,9999,99,1
5660,2019,30,22,4,3,10,3,1,101,1,1,69,6,9999,99,1
